item_id,rarity,name (en),Item type (en)
23500,1,Raskaw Claws,Boots
23501,3,Raskaw Shoulderguards,Epaulettes
23502,1,Raskaw Shoulderguards,Epaulettes
23503,2,Raskaw Wings,Cloak
23504,1,Raskaw Wings,Cloak
23505,2,Raskaw Helmet,Helmet
23506,3,Bandage of Plumage,Ring
23507,1,Bandage of Plumage,Ring
23508,2,The Kreublo,Dagger
23509,2,Krawsh,Belt
23510,2,Lance Acrid,Two-handed Staff
23511,3,Orrok's Headgear,Helmet
23512,2,Grand Orrok Loincloth,Belt
23513,3,Orrok Shoes,Boots
23514,2,Kreublo Plumage,Breastplate
23515,2,Kreublo Amulet,Amulet
23516,2,The Orrok Spirit,Hammer
23518,3,Orrok's Wings,Cloak
23519,3,Rat Collara,Amulet
23521,1,Rat Collara,Amulet
23522,3,Hairy Rat Ring,Ring
23523,1,Hairy Rat Ring,Ring
23524,3,Hairy Rat Belt,Belt
23525,1,Hairy Rat Belt,Belt
23526,3,Hairy Rat Headband,Helmet
23527,3,The Ratpatch,Breastplate
23528,1,The Ratpatch,Breastplate
23529,2,Hairy Rat Tail,Cloak
23530,3,Rough Splinter Wand,Wand
23531,3,Belly Clencher,Hammer
23532,3,Ratical Cloak,Cloak
23533,3,Ratical Headgear,Helmet
23534,2,Ratical Ring,Ring
23535,3,Ratty Riot Shield,Shield
23536,2,Ratical Ring,Ring
23537,3,Ratto Rake,Shovel
23538,2,Rattagain Amulet,Amulet
23539,3,Boowish Boots,Boots
23540,1,Boowish Boots,Boots
23541,3,Boowish Belt,Belt
23542,1,Boowish Belt,Belt
23543,3,Boowish Hat,Helmet
23544,1,Boowish Hat,Helmet
23545,3,Boowish Epaulettes,Epaulettes
23546,3,Fangulet,Amulet
23547,1,Fangulet,Amulet
23548,3,The Hulfmoun,Shield
23549,3,Boowolf Breastplate,Breastplate
23550,3,Boowolf String,Belt
23551,3,Lunaring,Ring
23552,3,Lunar Boots,Boots
23553,3,Lunar Cloak,Cloak
23554,3,Noke's Talisman ,Amulet
23555,3,Noke's Mask ,Helmet
23556,3,Brutal Tiara,Helmet
23557,3,Arachneean Cloak,Cloak
23558,1,Arachneean Cloak,Cloak
23559,3,Fluo Ring,Ring
23560,1,Fluo Ring,Ring
23561,3,The Phosphorescent,Belt
23562,1,The Phosphorescent,Belt
23563,3,Arachneean Breastplate,Breastplate
23564,3,Arachneean Boots,Boots
23565,1,Arachneean Boots,Boots
23566,3,Arachneean Headgear,Helmet
23567,3,Nu-Clear Cudgel,Two-handed Staff
23568,3,The Supernova,Wand
23569,3,Black Widow Boots,Boots
23570,3,Black Widow Cloak,Cloak
23571,3,Black Widow Ring,Ring
23572,3,The Toxispike,Hand
23573,2,Zizotopes,Boots
23574,2,Phosphorescent Clasp,Helmet
23575,2,Phosphorescent Amulet,Amulet
23596,3,Bwork Harvester,Sword
23613,3,Ancestral Treechnid Ring,Ring
23618,2,Seeping Bwork Boots,Boots
23619,1,Seeping Bwork Boots,Boots
23620,3,Brown Bwork Cape,Cloak
23621,1,Brown Bwork Cape,Cloak
23622,3,Greasy Bwork Helmet,Helmet
23623,1,Greasy Bwork Helmet,Helmet
23624,3,Patched Bwork Breastplate,Breastplate
23625,3,Bwork Sword,Sword
23626,1,Bwork Sword,Sword
23627,3,Bwork Shield,Shield
23628,3,Bworcine Pedalian Cincture,Belt
23629,2,Immaculate Bwork Amulet,Amulet
23630,3,Thork Epaulettes,Epaulettes
23631,2,Thork Amulet,Amulet
23632,3,Thork Boots,Boots
23633,3,The Watch,Shield
23634,3,Yamato's Rope,Bow
23635,3,Cape Huccino,Cloak
23636,3,Wild Gobball Epaulettes,Epaulettes
23637,2,Wild Gobball Epaulettes,Epaulettes
23638,3,Wild Gobball Ring,Ring
23639,1,Wild Gobball Ring,Ring
23640,2,Wild Gobball Helmet ,Helmet
23641,1,Wild Gobball Helmet ,Helmet
23642,2,Wild Gobball Breastplate,Breastplate
23643,3,Hammer of Savagery,Hammer
23644,1,Hammer of Savagery,Hammer
23645,2,Wild Belt ,Belt
23646,3,Staff of Great Wisdom,Two-handed Staff
23647,3,Abrasive Cape,Cloak
23648,3,Great Wild Gobball Ring ,Ring
23649,3,Great Wild Gobball Boots,Boots
23650,3,Feesy's Bow,Bow
23651,3,Sharpened Claymore,Two-handed Sword
23652,3,Daudgee,Helmet
23653,3,Aristocrab Staff,One-handed Staff
23654,3,Haunted Ring,Ring
23655,1,Haunted Ring,Ring
23656,3,Anteak Boots,Boots
23657,1,Anteak Boots,Boots
23658,3,Bully Nightcap,Helmet
23659,1,Bully Nightcap,Helmet
23660,3,Backagens,Dagger
23661,3,Deckhand Belt,Belt
23662,1,Deckhand Belt,Belt
23663,2,Deckhand Torso,Breastplate
23664,3,Agis Shovel,Shovel
23665,3,Protecto Plasm,Shield
23666,3,Hurling Cloak,Cloak
23667,3,Ephurlettes,Epaulettes
23668,3,Hurlplate,Breastplate
23669,3,Tauxik Hammer,Hammer
23670,3,Deckhand Ring,Ring
23671,3,Deckhand Boots,Boots
23672,3,Privateer Belt,Belt
23674,2,Elite Riktus Epaulettes,Epaulettes
23675,2,Elite Riktus Breastplate,Breastplate
23689,2,Kapow Ring,Ring
23690,3,Kapow Ring,Ring
23691,2,Kapow Belt,Belt
23692,3,Kapow Belt,Belt
23693,2,Kapow Breastplate,Breastplate
23694,3,Kapow Breastplate,Breastplate
23695,3,Kapow Helmet,Helmet
23696,2,Kapow Thongs,Boots
23697,3,Kapow Thongs,Boots
23698,3,The Country,Ring
23699,3,Bouttes,Boots
23700,3,Vegetaring,Ring
23701,3,Carnivore Amulet,Amulet
23702,3,Carnivore Epaulettes,Epaulettes
23703,3,Carnivore Breastplate,Breastplate
23704,2,Alpha Predator Amulet,Amulet
23705,2,Alpha Predator Belt,Belt
23706,2,Alpha Predator Cloak,Cloak
23707,3,Leafy Ring,Ring
23708,3,Brambelt,Belt
23773,3,Crackly Ring,Ring
23774,1,Crackly Ring,Ring
23775,3,Crackly Boots,Boots
23776,1,Crackly Boots,Boots
23777,3,Crackly Helmet,Helmet
23778,1,Crackly Helmet,Helmet
23779,2,Crackly Epaulettes,Epaulettes
23780,2,Crackler Blade,Two-handed Sword
23781,3,Crackler Blade,Two-handed Sword
23782,3,Roc Hammer,Hammer
23783,2,The Party Bloc,Breastplate
23784,3,Cracka Smile,Ring
23785,3,Stone Cold Boots,Boots
23786,3,Stone Cold Cloak,Cloak
23787,3,Stone Cold Helmet,Helmet
23788,3,Hellmut,Helmet
23789,3,Split Breastplate,Breastplate
23790,3,Steam Shovel,Shovel
23828,2,Conquered Raziel,Sword
23843,4,Milkar Fangs,Amulet
23844,3,Milkar Fur,Breastplate
23845,4,Milkar Finery,Cloak
23846,4,Milkar Mitts,Boots
23847,4,Hurdy Girdle,Belt
23848,4,Demented Club,Hammer
23850,4,Moowolf Signet Ring,Ring
23851,4,Moowolf Bell,Amulet
23852,3,Moowolf Headgear,Helmet
23853,3,Excarnus's Crystal,Amulet
23854,4,Excarnus Hooves,Boots
23855,4,Moowolf Finery,Cloak
23856,4,Excarnus Fleece,Breastplate
23857,4,Excarnus Veil,Cloak
23858,4,Old-School Shovel ,Shovel
23859,4,The Maimer ,Axe
23860,4,Gobbsage Cape,Cloak
23861,4,Gobbsage Epaulettes ,Epaulettes
23862,4,Gobbsage Helmet ,Helmet
23863,4,Gobbsage String,Amulet
23864,4,Gobbsage Breastplate ,Breastplate
23865,4,Zombo,Shovel
23866,4,The Zumbado,Ring
23881,2,Noxine,Pets
23886,2,Measured Tofu,Pets
23887,2,Paunchy Tofu,Pets
23888,2,Icky Tofu,Pets
23889,2,Bontarian Tofu,Pets
23890,2,Charming Tofu,Pets
23891,2,Brakmarian Tofu,Pets
23892,2,Measured Bow Meow,Pets
23893,2,Paunchy Bow Meow,Pets
23894,2,Icky Bow Meow,Pets
23895,2,Bontarian Bow Meow,Pets
23896,2,Charming Bow Meow,Pets
23897,2,Brakmarian Bow Meow,Pets
23898,2,Measured Boon,Pets
23899,2,Paunchy Boon,Pets
23900,2,Icky Boon,Pets
23901,2,Bontarian Boon,Pets
23902,2,Charming Boon,Pets
23903,2,Brakmarian Boon,Pets
23924,5,Deluxe Mental Amulet,Amulet
23925,3,Amulet of Howlieng Wind,Amulet
23958,2,Young Drheller,Pets
23959,5,Lord of the Rats' Ceremonial Boots,Boots
23965,3,Ignemikhal Claws,Epaulettes
23966,4,Ignemikhal Claws ,Epaulettes
23967,3,Aguabrial Scales,Breastplate
23968,4,Aguabrial Scales,Breastplate
23969,3,Dardondakal Fang,Amulet
23970,4,Dardondakal Fang,Amulet
23971,3,Terrakourial's Paws,Boots
23972,4,Terrakourial's Paws,Boots
23973,3,Aerafal’s Wings,Cloak
23974,4,Aerafal’s Wings,Cloak
23975,3,Grougalorasalar Skull,Helmet
23976,4,Grougalorasalar Skull,Helmet
23977,3,Forgotten Epaulettes,Epaulettes
23978,4,Forgotten Epaulettes,Epaulettes
23979,3,Forgotten Breastplate,Breastplate
23980,4,Forgotten Breastplate,Breastplate
23981,3,Forgotten Ring,Ring
23982,4,Forgotten Ring,Ring
23983,3,Forgotten Navigator's Ring,Ring
23984,4,Forgotten Navigator's Ring,Ring
23985,3,Forgotten Amulet,Amulet
23986,4,Forgotten Amulet,Amulet
23987,3,Forgotten Boots,Boots
23988,4,Forgotten Boots,Boots
23989,3,Forgotten Belt,Belt
23990,4,Forgotten Belt,Belt
23991,3,Forgotten Cloak,Cloak
23992,4,Forgotten Cloak,Cloak
23994,4,Ebony Dofus Fragment,Emblem
23995,4,Emerald Dofus Fragment,Emblem
23996,4,Ivory Dofus Fragment,Emblem
23997,4,Ochre Dofus Fragment,Emblem
23998,4,Turquoise Dofus Fragment,Emblem
23999,4,Crimson Dofus Fragment,Emblem
24000,3,Disembodier,Two-handed Sword
24001,3,Sword of Iop,Sword
24002,3,Enutrof Shovel,Shovel
24003,3,Sram Dagger,Dagger
24004,3,Feca's Shield,Shield
24005,3,Sacrier Axe,Axe
24006,3,Sadida's Staff,One-handed Staff
24007,3,Pandawa's Bamboo,Two-handed Staff
24008,3,Osamodas' Hammer,Hammer
24009,3,Cra Bow,Bow
24010,3,Ecaflip Cards,Cards
24011,3,Xelor's Hand,Hand
24012,3,Eniripsa's Wand,Wand
24014,4,Disembodier,Two-handed Sword
24015,4,Sword of Iop,Sword
24016,4,Enutrof Shovel,Shovel
24017,4,Sram Dagger,Dagger
24018,4,Feca's Shield,Shield
24019,4,Sacrier Axe,Axe
24020,4,Sadida's Staff,One-handed Staff
24021,4,Pandawa's Bamboo,Two-handed Staff
24022,4,Osamodas' Hammer,Hammer
24023,4,Cra Bow,Bow
24024,4,Ecaflip Cards,Cards
24025,4,Xelor's Hand,Hand
24026,4,Eniripsa's Wand,Wand
24027,7,Dathura Souvenir,Amulet
24028,5,Ogrest's Wrath,Ring
24031,2,Yugofu the Tofugo,Pets
24037,7,Satisfaction Ring,Ring
24038,7,Dazzling Belt,Belt
24039,7,Satisfaction Boots,Boots
24049,7,Cockabootsledo,Boots
24051,7,Ush's Cards,Cards
24058,7,Sigknight Ring,Ring
24082,7,Claymore of Fhenris,Two-handed Sword
24115,6,Zinit Amulet,Amulet
24116,6,Dragolyre,Amulet
24117,6,Legano,Ring
24118,6,The Wa's Seal,Ring
24119,6,Zinit Boots,Boots
24120,6,Yugonets,Boots
24121,6,Turq Tutu,Belt
24122,6,Pandawan Belt,Belt
24123,6,Zinit Hat,Helmet
24124,6,Pandawan Hat,Helmet
24125,6,Zinit Cloak,Cloak
24126,6,Satiri Cloak,Cloak
24127,6,Pandawan Kimono,Breastplate
24128,6,Justice Breastplate,Breastplate
24129,6,Justice Epaulettes,Epaulettes
24142,3,The Big Branch,Two-handed Staff
24143,4,The Big Branch,Two-handed Staff
24144,3,Maj'Hic Cloak,Cloak
24145,4,Maj'Hic Cloak,Cloak
24146,4,Zinit Amulet,Amulet
24147,4,Zinit Boots,Boots
24148,4,Zinit Cloak,Cloak
24149,4,Zinit Hat,Helmet
24150,3,Satiri Cloak,Cloak
24151,4,Satiri Cloak,Cloak
24157,3,Bump Helmet,Helmet
24158,3,Toxine's Mask,Helmet
24159,3,Echo Cloak,Cloak
24160,3,Eliotrope Shield,Shield
24161,2,Tofu Mount,Mounts
24162,2,Bow Meow Mount,Mounts
24163,2,Boon Mount,Mounts
24185,7,Doray Mifa,Helmet
24186,7,Icy Epaulettes,Epaulettes
24201,7,Caplosive,Cloak
24221,4,Pandawan Hat,Helmet
24222,4,Pandawan Kimono,Breastplate
24223,4,Pandawan Belt,Belt
24245,2,Pingwii,Pets
24252,6,Harmony,Amulet
24253,6,Vampyric Breastplate,Breastplate
24254,6,Vampyric Epaulettes,Epaulettes
24256,6,Backagens,Dagger
24259,2,Charming Godron,Pets
24260,2,Bontarian Godron,Pets
24261,2,Brakmarian Godron,Pets
24262,2,Measured Godron,Pets
24263,2,Icky Godron,Pets
24264,2,Paunchy Godron,Pets
24299,2,Zuka Ring,Ring
24300,2,Wameu,Helmet
24301,2,Amete Needle,Hand
24302,2,Bootles,Boots
24303,2,Amushi,Amulet
24304,3,Philosopher Epaulettes,Epaulettes
24305,3,Resurrected Cape,Cloak
24306,3,Cobra,Belt
24307,3,Chrysalied,Two-handed Sword
24308,3,Haaard,Shield
24309,5,Goultard's Wig,Helmet
24310,7,Ka-Iba Belt,Belt
24311,7,Shell,Breastplate
24312,4,Root Emblem,Emblem
24313,4,Knotty Emblem,Emblem
24314,4,Sap Emblem,Emblem
24315,4,Canopy Emblem,Emblem
24319,2,Helmood,Helmet
24320,2,Ismo Belt,Belt
24321,2,Wing of Duty,Cloak
24322,2,Super Boots,Boots
24323,2,Manskai,Ring
24324,3,Stanley's Baraple,Sword
24325,3,Emerasword,Two-handed Sword
24326,3,Warhamulet,Amulet
24327,3,Grade's Mods,Epaulettes
24328,3,BreasTRON,Breastplate
24329,5,Hollow,Breastplate
24330,7,Blue Slippers,Boots
24331,5,Stimpaulettes,Epaulettes
24332,4,Tower Emblem,Emblem
24333,4,Emeraldin Emblem,Emblem
24337,3,Zuka Ring,Ring
24338,3,Wameu,Helmet
24339,3,Amete Needle,Hand
24340,3,Bootles,Boots
24341,3,Amushi,Amulet
24345,3,Helmood,Helmet
24346,4,Helmood,Helmet
24347,3,Ismo Belt,Belt
24348,4,Ismo Belt,Belt
24349,3,Wing of Duty,Cloak
24350,4,Wing of Duty,Cloak
24351,3,Super Boots,Boots
24352,4,Super Boots,Boots
24353,3,Manskai,Ring
24354,4,Manskai,Ring
24355,4,Stanley's Baraple,Sword
24356,4,Emerasword,Two-handed Sword
24357,4,Warhamulet,Amulet
24358,4,Grade's Mods,Epaulettes
24359,4,BreasTRON,Breastplate
24386,2,Dleihs,Breastplate
24387,3,Dleihs,Breastplate
24388,2,Poosh,Amulet
24389,3,Poosh,Amulet
24390,2,Devoted,Belt
24391,3,Devoted,Belt
24392,3,Ecnal Laroproc,Ring
24394,2,Infuntree,Boots
24395,3,Infuntree,Boots
24397,2,Fables,Epaulettes
24398,3,Fables,Epaulettes
24399,3,Beligerant,Cloak
24400,2,Constable,Helmet
24401,3,Constable,Helmet
24403,2,Dublet,Breastplate
24404,3,Dublet,Breastplate
24405,3,Aspirant,Amulet
24406,2,Belegiance,Belt
24407,3,Belegiance,Belt
24408,3,Zlug,Ring
24409,2,Strasses,Boots
24410,3,Strasses,Boots
24411,2,Alfors,Epaulettes
24412,3,Alfors,Epaulettes
24413,2,Mayl,Cloak
24414,3,Mayl,Cloak
24416,2,Gorget,Helmet
24417,3,Gorget,Helmet
24418,2,Surcot,Breastplate
24419,3,Surcot,Breastplate
24421,2,Campo,Amulet
24422,3,Campo,Amulet
24424,2,Diljens,Belt
24425,3,Diljens,Belt
24426,3,Laroproc,Ring
24427,2,Haiydes,Boots
24428,3,Haiydes,Boots
24429,3,Tryx,Epaulettes
24430,2,Commodore,Cloak
24431,3,Commodore,Cloak
24432,2,Casmunt,Helmet
24433,3,Casmunt,Helmet
24434,2,Brigandine,Breastplate
24435,3,Brigandine,Breastplate
24436,3,Ortkelkohs,Amulet
24438,2,Persis Belt,Belt
24439,3,Persis Belt,Belt
24440,3,Falot,Ring
24441,2,Burbos,Boots
24442,3,Burbos,Boots
24443,2,Fayvers,Epaulettes
24444,3,Fayvers,Epaulettes
24446,2,Lim,Cloak
24447,3,Lim,Cloak
24448,2,Ceasfi,Helmet
24449,3,Ceasfi,Helmet
24450,3,Jaque,Breastplate
24452,2,Ernal,Amulet
24453,3,Ernal,Amulet
24454,2,Divowt,Belt
24455,3,Divowt,Belt
24456,3,Felin,Ring
24457,2,Barbus,Boots
24458,3,Barbus,Boots
24459,2,Imunies,Epaulettes
24460,3,Imunies,Epaulettes
24462,2,Fethrwait,Cloak
24463,3,Fethrwait,Cloak
24464,2,Bracks,Helmet
24465,3,Bracks,Helmet
24467,2,Gambison,Breastplate
24468,3,Gambison,Breastplate
24469,2,Bananeer,Amulet
24470,3,Bananeer,Amulet
24471,2,Zeel,Belt
24472,3,Zeel,Belt
24473,3,Commanche,Ring
24474,2,Borbas,Boots
24475,3,Borbas,Boots
24477,2,Shelts,Epaulettes
24478,3,Shelts,Epaulettes
24479,3,Elish,Cloak
24480,2,Craydl,Helmet
24481,3,Craydl,Helmet
24482,3,Dderd,Breastplate
24483,4,Dderd,Breastplate
24484,2,Tyk,Amulet
24485,3,Tyk,Amulet
24486,4,Tyk,Amulet
24487,4,Tayup,Belt
24488,4,Mirt,Ring
24489,3,Warees,Boots
24490,4,Warees,Boots
24491,3,Hoplites,Epaulettes
24492,4,Hoplites,Epaulettes
24493,3,Hudred,Cloak
24494,4,Hudred,Cloak
24495,2,Coverfire,Helmet
24496,3,Coverfire,Helmet
24497,4,Coverfire,Helmet
24498,3,Lightionnaire,Breastplate
24499,4,Lightionnaire,Breastplate
24500,2,Medal,Amulet
24501,3,Medal,Amulet
24502,4,Medal,Amulet
24503,3,Stubburn,Belt
24504,4,Stubburn,Belt
24505,4,Lieute,Ring
24506,3,Sloggers,Boots
24507,4,Sloggers,Boots
24508,2,Uvins,Epaulettes
24509,3,Uvins,Epaulettes
24510,4,Uvins,Epaulettes
24511,3,Dutivres,Cloak
24512,4,Dutivres,Cloak
24513,4,Condottiere,Helmet
24514,3,Thguorw,Breastplate
24515,4,Thguorw,Breastplate
24516,3,Emem,Amulet
24517,4,Emem,Amulet
24518,2,Perstis,Belt
24519,3,Perstis,Belt
24520,4,Perstis,Belt
24521,4,Gnaw,Ring
24522,3,Lufas,Boots
24523,4,Lufas,Boots
24524,4,Oppressors,Epaulettes
24525,2,Sayl,Cloak
24526,3,Sayl,Cloak
24527,4,Sayl,Cloak
24528,3,Braynr,Helmet
24529,4,Braynr,Helmet
24530,2,Bull-It Proof,Breastplate
24531,3,Bull-It Proof,Breastplate
24532,4,Bull-It Proof,Breastplate
24533,3,Playting,Amulet
24534,4,Playting,Amulet
24535,3,Passaround,Belt
24536,4,Passaround,Belt
24537,4,Promisring,Ring
24538,4,Soles,Boots
24539,3,Crybabies,Epaulettes
24540,4,Crybabies,Epaulettes
24541,2,Heavee,Cloak
24542,3,Heavee,Cloak
24543,4,Heavee,Cloak
24544,3,Buzzcutter,Helmet
24545,4,Buzzcutter,Helmet
24546,2,Embrastron,Breastplate
24547,3,Embrastron,Breastplate
24548,4,Embrastron,Breastplate
24549,3,Listener,Amulet
24550,4,Listener,Amulet
24551,4,Attentive,Belt
24552,4,Zerd,Ring
24553,2,Crunchers,Boots
24554,3,Crunchers,Boots
24555,4,Crunchers,Boots
24556,3,Pegs,Epaulettes
24557,4,Pegs,Epaulettes
24558,3,Unif,Cloak
24559,4,Unif,Cloak
24560,3,Weighmet,Helmet
24561,4,Weighmet,Helmet
24562,3,Tulipa,Breastplate
24563,4,Tulipa,Breastplate
24564,3,Offtowar,Amulet
24565,4,Offtowar,Amulet
24566,4,Gainwear,Belt
24567,4,Foremast,Ring
24568,2,Rockers,Boots
24569,3,Rockers,Boots
24570,4,Rockers,Boots
24571,3,Licots,Epaulettes
24572,4,Licots,Epaulettes
24573,3,Cadrape,Cloak
24574,4,Cadrape,Cloak
24575,2,Mastmet,Helmet
24576,3,Mastmet,Helmet
24577,4,Mastmet,Helmet
24578,3,Broh,Breastplate
24579,4,Broh,Breastplate
24580,3,Rox,Amulet
24581,4,Rox,Amulet
24582,2,Beltic,Belt
24583,3,Beltic,Belt
24584,4,Beltic,Belt
24585,4,Beechnuuut,Ring
24586,3,Larzines,Boots
24587,4,Larzines,Boots
24588,2,Lumenettes,Epaulettes
24589,3,Lumenettes,Epaulettes
24590,4,Lumenettes,Epaulettes
24591,3,Krage,Cloak
24592,4,Krage,Cloak
24593,4,Nelva,Helmet
24594,3,Splurge,Breastplate
24595,4,Splurge,Breastplate
24596,3,Ka-Bling,Amulet
24597,4,Ka-Bling,Amulet
24598,2,Contractabelt,Belt
24599,3,Contractabelt,Belt
24600,4,Contractabelt,Belt
24601,4,Fuop,Ring
24602,2,Taks,Boots
24603,3,Taks,Boots
24604,4,Taks,Boots
24605,3,Shtings,Epaulettes
24606,4,Shtings,Epaulettes
24607,4,Fuzzuffily,Cloak
24608,3,Ding,Helmet
24609,4,Ding,Helmet
24610,4,Gooolden,Breastplate
24611,3,Trisaph,Amulet
24612,4,Trisaph,Amulet
24613,3,Diemeter,Belt
24614,4,Diemeter,Belt
24615,4,Feldspar,Ring
24616,2,Grenatines,Boots
24617,3,Grenatines,Boots
24618,4,Grenatines,Boots
24619,2,Rubicunds,Epaulettes
24620,3,Rubicunds,Epaulettes
24621,4,Rubicunds,Epaulettes
24622,3,Cloagrippen,Cloak
24623,4,Cloagrippen,Cloak
24624,3,Castlemet,Helmet
24625,4,Castlemet,Helmet
24626,2,Charmer,Wand
24627,3,Charmer,Wand
24628,2,Shootelsewere,One-handed Staff
24629,3,Shootelsewere,One-handed Staff
24630,3,Platun,Sword
24631,2,Mechans,Cards
24632,3,Mechans,Cards
24633,2,Tryplit,Axe
24634,3,Tryplit,Axe
24635,3,Balysta,Bow
24636,2,Shovyell,Shovel
24637,3,Shovyell,Shovel
24639,2,Rife,Shield
24640,3,Rife,Shield
24641,2,Vogue,Dagger
24642,3,Vogue,Dagger
24644,2,Sovrin,Wand
24645,3,Sovrin,Wand
24646,3,Awlrund,One-handed Staff
24647,2,Skwadron,Sword
24648,3,Skwadron,Sword
24649,3,Maratter's Maps,Cards
24650,2,Shk,Axe
24651,3,Shk,Axe
24652,2,Meskutear,Bow
24653,3,Meskutear,Bow
24655,2,Bastion,Two-handed Staff
24656,3,Bastion,Two-handed Staff
24657,2,Nerrerizeg,Shield
24658,3,Nerrerizeg,Shield
24659,3,Pokit,Dagger
24660,3,Bruiser,Wand
24661,4,Bruiser,Wand
24662,4,Dysith,One-handed Staff
24663,2,Rawrzr,Sword
24664,3,Rawrzr,Sword
24665,4,Rawrzr,Sword
24666,3,Incised,Hand
24667,4,Incised,Hand
24668,4,Playte,Axe
24669,3,Witzer,Bow
24670,4,Witzer,Bow
24671,3,Battle Fleecer,Two-handed Sword
24672,4,Battle Fleecer,Two-handed Sword
24673,3,Watchmin,Dagger
24674,4,Watchmin,Dagger
24675,2,Kariyer,Shield
24676,3,Kariyer,Shield
24677,4,Kariyer,Shield
24678,3,Glaff,One-handed Staff
24679,4,Glaff,One-handed Staff
24680,4,Muse,Sword
24681,4,Tuppen,Sword
24682,2,Doubeline,Axe
24683,3,Doubeline,Axe
24684,4,Doubeline,Axe
24685,4,King-Breaker,Hammer
24686,4,Stashovel,Shovel
24687,4,Hextatic,Shield
24688,3,Handetary,Hand
24689,4,Handetary,Hand
24690,3,Piratine,Hand
24691,4,Piratine,Hand
24692,4,Octarines,Cards
24693,3,Krds,Cards
24694,4,Krds,Cards
24695,3,Hoshin,Hammer
24696,4,Hoshin,Hammer
24697,2,Bitrydent Butter,Two-handed Staff
24698,3,Bitrydent Butter,Two-handed Staff
24699,4,Bitrydent Butter,Two-handed Staff
24700,4,Dianine,Two-handed Sword
24701,3,Erreotype,Dagger
24702,4,Erreotype,Dagger
24703,3,Boclida,Shield
24704,4,Boclida,Shield
24707,2,Erreotype,Dagger
24711,2,Ectonic Amulet,Amulet
24712,2,Shiftring,Ring
24713,2,Seismic Coat,Cloak
24714,2,Cultivated Helmet,Helmet
24715,3,Crusts,Epaulettes
24716,3,Dusties,Boots
24717,3,Around the Belt,Belt
24718,3,Necro-Pike,Hand
24719,4,Cadaveroushield,Shield
24720,4,Scimitarry,Two-handed Sword
24721,7,Sarcophacape,Cloak
24722,4,Earth Emblem,Emblem
24723,4,Necromancer Emblem,Emblem
24724,7,Agony's Companion,Wand
24725,5,Sulik,Helmet
24727,2,Exhumelettes,Epaulettes
24728,2,Necrotized Fabrics,Cloak
24729,3,Quartzine,Sword
24730,3,Agony's Jewel,Amulet
24731,3,Nimchaica,Two-handed Sword
24732,3,Geode,Breastplate
24733,4,Berylls,Boots
24734,7,Raval Breastplate,Breastplate
24735,4,Cromantik,Ring
24736,4,Agate Belt,Belt
24737,5,Thrusty Staff,Two-handed Staff
24790,5,Cornpop,Helmet
24792,7,Splendocape,Cloak
24794,3,Forgotten Helmet,Helmet
24795,4,Forgotten Helmet,Helmet
24798,6,Sprecious,Ring
24799,6,Count Harebourg's Clock Hand,Hand
24800,6,Count Harebourg's Shield,Shield
24801,6,Celestial Brooch,Amulet
24802,6,Black Drheller Hat,Helmet
24803,6,Black Drheller Cloak,Cloak
24804,6,Gray XIII Belt,Belt
24805,6,Conquered Raziel,Sword
24806,6,The Goultard,Two-handed Sword
24807,3,Black Drheller Cloak,Cloak
24808,4,Black Drheller Cloak,Cloak
24809,3,Ectonic Amulet,Amulet
24810,4,Ectonic Amulet,Amulet
24811,3,Shiftring,Ring
24812,4,Shiftring,Ring
24813,3,Seismic Coat,Cloak
24814,4,Seismic Coat,Cloak
24815,3,Cultivated Helmet,Helmet
24816,4,Cultivated Helmet,Helmet
24817,4,Crusts,Epaulettes
24818,3,Black Drheller Hat,Helmet
24819,4,Black Drheller Hat,Helmet
24820,4,Dusties,Boots
24821,4,Around the Belt,Belt
24822,4,Necro-Pike,Hand
24826,3,Exhumelettes,Epaulettes
24827,4,Exhumelettes,Epaulettes
24828,3,Necrotized Fabrics,Cloak
24829,4,Necrotized Fabrics,Cloak
24830,4,Quartzine,Sword
24831,4,Agony's Jewel,Amulet
24832,4,Nimchaica,Two-handed Sword
24833,4,Geode,Breastplate
24837,2,Veriun Dead Tofu,Pets
24850,2,Pompom-Bun,Helmet
24851,2,Arpagonasses,Helmet
24855,2,Heavenly Halo,Helmet
24859,2,Cocodrile,Pets
24860,2,Godron Mount,Mounts
24863,2,Pink Flamingo,Helmet
25027,1,Rockay Chocolate Boots,Boots
25028,1,Rockay Chocolate Breastplate,Breastplate
25029,1,Rockay Chocolate Cape,Cloak
25030,1,Rockay Chocolate Headgear,Helmet
25031,1,Rockay Chocolate Epaulettes,Epaulettes
25033,1,Melk Chocolate Boots,Boots
25034,1,Melk Chocolate Epaulettes,Epaulettes
25035,1,Melk Chocolate Breastplate,Breastplate
25036,1,Melk Chocolate Cape,Cloak
25037,1,Melk Chocolate Headgear,Helmet
25039,1,Cawamel Wodent Amulet,Amulet
25040,1,Cawamel Wodent Hat,Helmet
25041,1,Cawamel Wodent Slippers,Boots
25042,1,Cawamel Wodent Ring,Ring
25043,1,Cawamel Wodent Corset,Belt
25044,1,Cawamel Wodent Top,Breastplate
25046,1,Fleaster Nowells,Helmet
25051,2,Tinystro,Pets
25052,2,Teleflix,Pets
25069,4,The Tail,Sword
25070,7,Travel Cloak,Cloak
25071,3,Raya Bean's Nights,Belt
25072,3,Wax-Ring,Ring
